node_id,window_start,total_flows,total_anomalous_flows,high_conf_anomalous_flows,anomaly_ratio,avg_anomaly_score,max_anomaly_score,outbound_flows,outbound_anomalous_flows,outbound_high_conf_anomalous_flows,outbound_anomaly_ratio,inbound_flows,inbound_anomalous_flows,inbound_high_conf_anomalous_flows,inbound_anomaly_ratio,outbound_unique_targets,inbound_unique_sources,outbound_unique_target_ports,small_flow_ratio,single_packet_ratio,role_evidence_support,attacker_score,victim_score,compromised_score,node_role,top_predicted_labels
10.10.10.13,2026-05-11 09:00:00,64,14,13,0.21875,0.2189931422472,0.9999814629554749,45,8,7,0.17777777777777778,19,6,6,0.3157894736842105,2,1,10,0.53125,0.0,1.0,0.5781300216724002,0.6303620666788335,0.40183161889513336,uncertain,Bot:5; Web Attack � XSS:3; Web Attack � Sql Injection:2
104.16.132.229,2026-05-11 09:00:00,75,17,16,0.22666666666666666,0.2308870255947113,0.9999814629554749,38,13,12,0.34210526315789475,37,4,4,0.10810810810810811,2,1,15,0.4533333333333333,0.0,1.0,0.6362826570607067,0.539941974427249,0.3854875221644436,uncertain,Bot:5; PortScan:4; SSH-Patator:4
61.135.169.121,2026-05-11 09:00:00,76,13,11,0.17105263157894737,0.159613698720932,0.9981441497802734,38,6,5,0.15789473684210525,38,7,6,0.18421052631578946,2,1,9,0.5131578947368421,0.0,1.0,0.5885407645765104,0.5671329756054961,0.3714823720486541,uncertain,Web Attack � XSS:5; Bot:2; SSH-Patator:2
10.10.10.17,2026-05-11 09:00:00,64,12,10,0.1875,0.197614848613739,0.9999412894248962,45,5,4,0.1111111111111111,19,7,6,0.3684210526315789,2,1,14,0.53125,0.0,1.0,0.5793851223256853,0.6422032623437413,0.37023704548676806,uncertain,Bot:5; PortScan:2; DDoS:2
8.8.8.8,2026-05-11 09:00:00,76,13,12,0.17105263157894737,0.16236616671085358,0.9986105561256409,38,5,5,0.13157894736842105,38,8,7,0.21052631578947367,2,1,11,0.40789473684210525,0.0,1.0,0.5537730460417898,0.5610084655141472,0.3642757522040292,uncertain,Bot:7; Web Attack � Sql Injection:2; PortScan:1
10.10.10.15,2026-05-11 09:00:00,63,9,8,0.14285714285714285,0.14156535267829895,0.9987194538116455,44,6,5,0.13636363636363635,19,3,3,0.15789473684210525,2,1,16,0.4126984126984127,0.0,1.0,0.5701705820993944,0.496497775640404,0.3236218576500942,uncertain,Web Attack � Sql Injection:3; Bot:2; PortScan:1
10.10.10.14,2026-05-11 09:00:00,65,9,9,0.13846153846153847,0.14390572905540466,0.9973109364509583,46,6,6,0.13043478260869565,19,3,3,0.15789473684210525,2,1,21,0.49230769230769234,0.0,1.0,0.539090963723003,0.5150671705865023,0.32154917473876754,uncertain,Bot:5; Web Attack � XSS:2; DDoS:1
10.10.10.11,2026-05-11 09:00:00,65,12,9,0.18461538461538463,0.17304816842079163,0.9986105561256409,46,10,7,0.21739130434782608,19,2,2,0.10526315789473684,2,1,17,0.36923076923076925,0.0,1.0,0.5637544609374882,0.42619910208802475,0.2992640663966959,uncertain,Bot:7; PortScan:1; DoS Slowhttptest:1
10.10.10.16,2026-05-11 09:00:00,63,11,11,0.1746031746031746,0.2031664252281189,0.9988245368003845,44,10,10,0.22727272727272727,19,1,1,0.05263157894736842,2,1,18,0.5079365079365079,0.0,1.0,0.577222920331088,0.3848041979890121,0.25775171491187515,uncertain,PortScan:4; Bot:3; Web Attack � Sql Injection:2
10.10.10.18,2026-05-11 09:00:00,63,8,6,0.12698412698412698,0.12262588739395142,0.9981441497802734,44,5,4,0.11363636363636363,19,3,2,0.15789473684210525,2,1,9,0.3968253968253968,0.0,0.75,0.5162839756770568,0.4487511183086194,0.23076920633622233,uncertain,Web Attack � Sql Injection:2; Bot:1; Infiltration:1
52.84.217.72,2026-05-11 09:00:00,37,10,10,0.2702702702702703,0.28968819975852966,0.9988245368003845,0,0,0,0.0,37,10,10,0.2702702702702703,0,1,0,0.5945945945945946,0.0,0.6166666666666667,0.0,0.49858860419677187,0.2035594373270198,uncertain,PortScan:3; Bot:3; Web Attack � Sql Injection:2
10.10.10.12,2026-05-11 09:00:00,65,9,9,0.13846153846153847,0.16086633503437042,0.9999634027481079,46,9,9,0.1956521739130435,19,0,0,0.0,2,1,13,0.46153846153846156,0.0,1.0,0.5710685118528955,0.0,0.1929088914509003,uncertain,Web Attack � Sql Injection:2; PortScan:2; Bot:2
151.101.1.69,2026-05-11 09:00:00,38,9,9,0.23684210526315788,0.2542966902256012,0.9999634027481079,0,0,0,0.0,38,9,9,0.23684210526315788,0,1,0,0.4473684210526316,0.0,0.6333333333333333,0.0,0.4958778177262747,0.19010926027569855,uncertain,Web Attack � Sql Injection:2; PortScan:2; Bot:2
1.1.1.1,2026-05-11 09:00:00,38,5,5,0.13157894736842105,0.13767743110656738,0.9604004621505737,0,0,0,0.0,38,5,5,0.13157894736842105,0,1,0,0.47368421052631576,0.0,0.3958333333333333,0.0,0.3661102367493144,0.11021431391699271,uncertain,Bot:3; DDoS:1; SSH-Patator:1
