src_ip,dst_ip,src_port,protocol,timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.10.10.11,8.8.8.8,20000,6,2026-05-11 09:00:00,443,2856242,94,58,2013,125194,366,0,21.41489362,71.61957586,4125,0,2158.517241,1211.010239,44536.49236,53.21677925,18915.50993,175590.727,1994176,0,862066,9269.526882,86860.4174,837869,0,2855985,50105.0,284653.595,1994178,5,0,0,0,0,1892,1172,32.91037664,20.30640261,0,4125,831.4183007,1278.836923,1635423.877,0,0,1,1,0,0,0,1,0,836.8881579,21.41489362,2158.517241,1892,0,0,0,0,0,0,94,2013,58,125194,65535,8,93,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.12,151.101.1.69,20001,6,2026-05-11 09:00:12,443,111445,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,583.2473417,26.91910808,55722.5,78797.85838,111441,4,111445,55722.5,78797.85838,111441,4,0,0.0,0.0,0,0,0,0,0,0,60,0,26.91910808,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,63095,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.13,61.135.169.121,20002,6,2026-05-11 09:00:24,443,10174499,9,10,2197,1748,1448,0,244.1111111111,484.5253977978,1448,0,174.8,450.5788375955,387.7340790932,1.8674138157,565249.944444444,2354492.26325813,9999365,3,175131,21891.375,25761.6880266442,69673,48,10142049,1126894.33333333,3327240.03909058,9999428,3,0,0,0,0,300,328,0.884564439,0.9828493767,0,1448,197.25,445.3869843063,198369.565789474,0,0,0,1,0,0,0,0,1,207.6315789474,244.1111111111,174.8,300,0,0,0,0,0,0,9,2197,10,1748,65535,71,5,32,175131.0,0.0,175131,175131,9999365.0,0.0,9999365,9999365,BENIGN
10.10.10.14,1.1.1.1,20003,6,2026-05-11 09:00:36,53,507,1,1,51,179,51,51,51.0,0.0,179,179,179.0,0.0,453648.9152,3944.773176,507.0,0.0,507,507,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1972.386588,1972.386588,51,179,93.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,140.5,51.0,179.0,20,0,0,0,0,0,0,1,51,1,179,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.15,104.16.132.229,20004,6,2026-05-11 09:00:48,53,120696,1,1,49,221,49,49,49.0,0.0,221,221,221.0,0.0,2237.025254,16.57055743,120696.0,0.0,120696,120696,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.285278717,8.285278717,49,221,106.3333333,99.3042463,9861.333333,0,0,0,0,0,0,0,0,1,159.5,49.0,221.0,32,0,0,0,0,0,0,1,49,1,221,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.16,52.84.217.72,20005,6,2026-05-11 09:01:00,1068,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.17,114.114.114.114,20006,6,2026-05-11 09:01:12,52491,49,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.18,23.45.119.216,20007,6,2026-05-11 09:01:24,53,208,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1288461.538,19230.76923,69.33333333,79.18543637,157,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,9615.384615,9615.384615,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.11,8.8.8.8,20008,6,2026-05-11 09:01:36,53,83341,4,2,132,436,33,33,33.0,0.0,218,218,218.0,0.0,6815.372986,71.99337661,16668.2,23352.73178,48679,1,34658,11552.66667,20006.34155,34654,1,4,4.0,0.0,4,4,0,0,0,0,128,40,47.99558441,23.9977922,33,218,85.85714286,90.27075675,8148.809524,0,0,0,0,0,0,0,0,0,100.1666667,33.0,218.0,128,0,0,0,0,0,0,4,132,2,436,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.12,151.101.1.69,20009,6,2026-05-11 09:01:48,443,10532046,15,15,7343,8879,1756,0,489.5333333333,792.4927098959,1713,0,591.9333333333,649.2642502608,1540.2515332728,2.8484493896,363174.0,1853375.04411668,9998185,8,10532046,752289.0,2661517.6857515,9998249,202,10499232,749945.142857143,2662552.02525523,9998204,50,0,0,0,0,488,488,1.4242246948,1.4242246948,0,1756,523.2903225806,708.4218702416,501861.546236559,0,0,0,1,0,0,0,0,1,540.7333333333,489.5333333333,591.9333333333,488,0,0,0,0,0,0,15,7343,15,8879,29200,105,6,32,533595.0,0.0,533595,533595,9998185.0,0.0,9998185,9998185,BENIGN
10.10.10.13,61.135.169.121,20010,6,2026-05-11 09:02:00,80,14910,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,134.1381623,14910.0,0.0,14910,14910,14910,14910.0,0.0,14910,14910,0,0.0,0.0,0,0,0,0,0,0,64,0,134.1381623,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.14,1.1.1.1,20011,6,2026-05-11 09:02:12,53,356,2,2,66,180,33,33,33.0,0.0,90,90,90.0,0.0,691011.236,11235.95506,118.6666667,200.3405434,350,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,5617.977528,5617.977528,33,90,55.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,69.75,33.0,90.0,64,0,0,0,0,0,0,2,66,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.15,104.16.132.229,20012,6,2026-05-11 09:02:24,53,15932830,2,2,106,336,58,48,53.0,7.071067812,248,88,168.0,113.137085,27.74146213,0.251053956,5310943.333,9091851.423,15800000,51990,15900000,15900000.0,0.0,15900000,15900000,15900000,15900000.0,0.0,15900000,15900000,0,0,0,0,52,52,0.125526978,0.125526978,48,248,98.0,85.44003745,7300.0,0,0,0,0,0,0,0,0,1,122.5,53.0,168.0,52,0,0,0,0,0,0,2,106,2,336,-1,-1,1,20,51990.0,0.0,51990,51990,15800000.0,0.0,15800000,15800000,BENIGN
10.10.10.16,52.84.217.72,20013,6,2026-05-11 09:02:36,53,63263,4,2,152,188,38,38,38.0,0.0,94,94,94.0,0.0,5374.389454,94.84216683,12652.6,17327.07633,32313,3,30947,10315.66667,17860.33058,30939,4,3,3.0,0.0,3,3,0,0,0,0,104,40,63.22811122,31.61405561,38,94,54.0,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,63.0,38.0,94.0,104,0,0,0,0,0,0,4,152,2,188,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.17,114.114.114.114,20014,6,2026-05-11 09:02:48,443,115395242,74,117,769,164600,388,0,10.39189189,53.00576799,2836,0,1406.837607,707.2070608,1433.066018,1.655180896,607343.3789,2361164.932,10000000,1,115000000,1580756.74,3630635.831,10100000,2,111000000,954625.5172,2955940.311,10100000,1,0,0,0,0,2376,3752,0.641274274,1.013906622,0,2836,861.296875,878.3707314,771535.1418,0,0,0,1,0,0,0,0,1,865.8062827,10.39189189,1406.837607,2376,0,0,0,0,0,0,74,769,117,164600,29200,357,4,32,55857.81818,63689.05395,247882,36196,10000000.0,4798.886109,10000000,9998142,BENIGN
10.10.10.18,23.45.119.216,20015,6,2026-05-11 09:03:00,80,68659,3,4,430,2266,430,0,143.3333333,248.2606158,2266,0,566.5,1133.0,39266.52005,101.9531307,11443.16667,16535.97871,32849,4,35023,17511.5,21751.3117,32892,2131,35810,11936.66667,19857.77554,34860,4,0,0,0,0,104,136,43.69419887,58.25893182,0,2266,337.0,793.8247378,630157.7143,0,0,0,1,0,0,0,0,1,385.1428571,143.3333333,566.5,104,0,0,0,0,0,0,3,430,4,2266,29200,237,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.11,8.8.8.8,20016,6,2026-05-11 09:03:12,10566,4,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,48,0,500000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
