node_id,window_start,total_flows,total_anomalous_flows,high_conf_anomalous_flows,anomaly_ratio,avg_anomaly_score,max_anomaly_score,outbound_flows,outbound_anomalous_flows,outbound_high_conf_anomalous_flows,outbound_anomaly_ratio,inbound_flows,inbound_anomalous_flows,inbound_high_conf_anomalous_flows,inbound_anomaly_ratio,outbound_unique_targets,inbound_unique_sources,outbound_unique_target_ports,small_flow_ratio,single_packet_ratio,role_evidence_support,attacker_score,victim_score,compromised_score,node_role,top_predicted_labels
172.16.50.50,2026-05-10 15:00:00,180,141,139,0.7833333333333333,0.7691653966903687,0.999984622001648,110,89,88,0.8090909090909091,70,52,51,0.7428571428571429,8,8,21,0.4,0.0,1.0,0.8273750140450218,0.8069138325947005,0.8218151586964018,suspected_compromised_host,Bot:43; Infiltration:39; FTP-Patator:18
203.119.144.80,2026-05-10 15:00:00,21,18,18,0.8571428571428571,0.8231032490730286,0.9999606013298035,8,6,6,0.75,13,12,12,0.9230769230769231,1,1,6,0.47619047619047616,0.0,0.35,0.6512608359257381,0.7005268724300923,0.6897043836968284,uncertain,Infiltration:5; Bot:5; PortScan:2
151.101.1.69,2026-05-10 15:00:00,42,24,22,0.5714285714285714,0.5314363837242126,0.9999774098396301,17,9,8,0.5294117647058824,25,15,14,0.6,4,5,11,0.35714285714285715,0.0,0.7,0.6492547638276045,0.6758028812067849,0.5809683396285321,uncertain,Bot:8; Infiltration:5; SSH-Patator:4
61.135.169.121,2026-05-10 15:00:00,42,22,21,0.5238095238095238,0.5078643560409546,0.9999012351036072,18,8,8,0.4444444444444444,24,14,13,0.5833333333333334,5,5,10,0.38095238095238093,0.0,0.7,0.6242845134602653,0.6695827875381861,0.5400613271054767,uncertain,Bot:9; Infiltration:6; PortScan:2
104.16.132.229,2026-05-10 15:00:00,42,21,20,0.5,0.4910556375980377,0.9998569488525391,18,10,9,0.5555555555555556,24,11,11,0.4583333333333333,5,5,9,0.4523809523809524,0.0,0.7,0.6878894607226054,0.6190314456368937,0.5352639093995094,uncertain,Bot:5; Infiltration:4; SSH-Patator:4
52.84.217.72,2026-05-10 15:00:00,43,21,21,0.4883720930232558,0.47435981035232544,0.999984622001648,19,10,10,0.5263157894736842,24,11,11,0.4583333333333333,5,5,10,0.3953488372093023,0.0,0.7166666666666667,0.6499876123875903,0.6197201428088275,0.5329310378593991,uncertain,Bot:6; Infiltration:5; FTP-Patator:3
23.45.119.216,2026-05-10 15:00:00,42,21,21,0.5,0.5084503889083862,0.9998210072517395,18,7,7,0.3888888888888889,24,14,14,0.5833333333333334,5,5,9,0.42857142857142855,0.0,0.7,0.6007280191258779,0.6782653815689541,0.5187792638937633,uncertain,Bot:7; Infiltration:5; FTP-Patator:3
8.8.8.8,2026-05-10 15:00:00,45,19,19,0.4222222222222222,0.4559362530708313,0.999983549118042,17,7,7,0.4117647058823529,28,12,12,0.42857142857142855,4,5,10,0.5111111111111111,0.0,0.75,0.6151199605034179,0.6195756905135654,0.5094579194768581,uncertain,Bot:7; Infiltration:4; PortScan:2
114.114.114.114,2026-05-10 15:00:00,40,20,19,0.5,0.494528204202652,0.9997947812080383,16,6,6,0.375,24,14,13,0.5833333333333334,4,5,7,0.325,0.0,0.6666666666666666,0.5806076576312383,0.6783736753922243,0.5027987177173296,uncertain,Bot:7; Infiltration:5; PortScan:3
172.16.50.61,2026-05-10 15:00:00,50,12,12,0.24,0.24484729766845703,0.9969056248664856,26,5,5,0.19230769230769232,24,7,7,0.2916666666666667,8,8,12,0.56,0.0,0.8333333333333334,0.5986820572767503,0.6148287368672235,0.3752374654427553,uncertain,Bot:7; Web Attack � Sql Injection:2; FTP-Patator:1
