src_ip,dst_ip,src_port,protocol,timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.10.10,172.16.30.30,21000,6,2026-05-10 09:00:00,80,100443797,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,116.1146865,0.129425613,8370316.417,28700000.0,99500000,3,99900000,14300000.0,37600000.0,99500000,117,568154,142038.5,283363.9118,567084,3,0,0,0,0,172,112,0.079646531,0.049779082,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,340743.0,0.0,340743,340743,99500000.0,0.0,99500000,99500000,DDoS
172.16.10.10,10.40.20.21,21001,6,2026-05-10 09:00:07,80,100673014,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,115.8503112,0.119197782,9152092.182,27600000.0,92200000,1,98800000,14100000.0,34500000.0,92200000,1,1854683,618227.6667,1070031.923,1853794,4,0,0,0,0,172,92,0.079465188,0.039732594,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,6980.0,0.0,6980,6980,49400000.0,60500000.0,92200000,6635888,DDoS
172.16.10.10,10.40.20.22,21002,6,2026-05-10 09:00:14,80,3834368,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.823975164,1.303995861,958592.0,1915850.724,3832368,3,3834368,958592.0,1915850.724,3832368,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.303995861,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.10.10,10.40.20.23,21003,6,2026-05-10 09:00:21,80,1045099,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,11131.0029,7.654777203,149299.8571,394497.9734,1043937,3,831,415.5,468.8117959,747,84,1045047,261261.75,521783.733,1043937,3,0,0,0,0,72,112,2.870541451,4.784235752,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.10.10,172.16.30.30,21004,6,2026-05-10 09:00:28,80,1117351,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,10411.23156,8.054765244,139668.875,394721.2269,1116554,3,616,308.0,354.9676042,559,57,1117272,223454.4,499257.9183,1116554,3,0,0,0,0,72,132,2.684921748,5.369843496,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.10.10,10.40.20.21,21005,6,2026-05-10 09:00:35,80,5883830,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.098719711,0.849786619,1470957.5,2941241.704,5882820,3,5883830,1470957.5,2941241.704,5882820,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.849786619,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1010.0,0.0,1010,1010,5882820.0,0.0,5882820,5882820,DDoS
172.16.10.10,10.40.20.22,21006,6,2026-05-10 09:00:42,80,562459,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,20682.39641,12.44535157,93743.16667,229226.1845,561649,25,583,291.5,376.8879144,558,25,562421,187473.6667,324045.4103,561649,179,0,0,0,0,72,92,5.333722102,7.11162947,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.10.10,10.40.20.23,21007,6,2026-05-10 09:00:49,80,88583729,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,131.6607478,0.135465058,8053066.273,26100000.0,86600000,4,87700000,12500000.0,32700000.0,86600000,165,844923,281641.0,487133.384,844134,4,0,0,0,0,172,92,0.090310039,0.045155019,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1121403.0,0.0,1121403,1121403,86600000.0,0.0,86600000,86600000,DDoS
172.16.10.10,172.16.30.30,21008,6,2026-05-10 09:00:56,80,74192847,8,5,56,11607,20,0,7.0,5.656854249,7300,0,2321.4,3346.363967,157.1984426,0.175219048,6182737.25,19600000.0,68500000,1,72300000,10300000.0,25700000.0,68500000,1,1865378,466344.5,931913.0949,1864214,2,0,0,0,0,172,112,0.107827106,0.067391941,0,7300,833.5,2184.061804,4770125.962,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3867877.0,0.0,3867877,3867877,68500000.0,0.0,68500000,68500000,DDoS
172.16.10.10,10.40.20.21,21009,6,2026-05-10 09:01:03,80,307703,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,37805.93624,25.99909653,43957.57143,114843.5131,304389,16,2796,1398.0,1869.590329,2720,76,307687,76921.75,151650.3221,304389,184,0,0,0,0,72,112,9.749661199,16.24943533,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
