src_ip,dst_ip,src_port,protocol,timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.10.10.11,8.8.8.8,20000,6,2026-05-11 09:00:00,80,36492,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,54.80653294,36492.0,0.0,36492,36492,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27.40326647,27.40326647,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,65535,429,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.12,151.101.1.69,20001,6,2026-05-11 09:00:12,31750,8010933,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,5.242835011,0.873805835,1335155.5,3254220.19,7977780,991,0,0.0,0.0,0,0,7986821,1597364.2,3566761.246,7977780,991,0,0,0,0,20,120,0.124829405,0.74897643,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,33153.0,0.0,33153,33153,7977780.0,0.0,7977780,7977780,BENIGN
10.10.10.13,61.135.169.121,20002,6,2026-05-11 09:00:24,53,48698,2,2,86,232,43,43,43.0,0.0,116,116,116.0,0.0,6530.042302,82.13889687,16232.66667,28109.74124,48691,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,41.06944844,41.06944844,43,116,72.2,39.9837467,1598.7,0,0,0,0,0,0,0,0,1,90.25,43.0,116.0,40,0,0,0,0,0,0,2,86,2,232,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.14,1.1.1.1,20003,6,2026-05-11 09:00:36,53,30216,1,1,52,116,52,52,52.0,0.0,116,116,116.0,0.0,5559.968228753,66.1900979613,30216.0,0.0,30216,30216,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,33.0950489807,33.0950489807,52,116,73.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,110.0,52.0,116.0,20,0,0,0,0,0,0,1,52,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.15,104.16.132.229,20004,6,2026-05-11 09:00:48,53,31241,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,5633.622483,128.0368746,10413.66667,18031.80361,31235,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,64.01843731,64.01843731,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.16,52.84.217.72,20005,6,2026-05-11 09:01:00,53,59735,2,2,66,130,33,33,33.0,0.0,65,65,65.0,0.0,3281.15845,66.96241734,19911.66667,34484.55424,59731,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,80,64,33.48120867,33.48120867,33,65,45.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,57.25,33.0,65.0,80,0,0,0,0,0,0,2,66,2,130,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.17,114.114.114.114,20006,6,2026-05-11 09:01:12,53,30504,1,1,49,77,49,49,49.0,0.0,77,77,77.0,0.0,4130.605822,65.56517178,30504.0,0.0,30504,30504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.78258589,32.78258589,49,77,58.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,87.5,49.0,77.0,32,0,0,0,0,0,0,1,49,1,77,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.18,23.45.119.216,20007,6,2026-05-11 09:01:24,53,62330,1,1,48,150,48,48,48.0,0.0,150,150,150.0,0.0,3176.6404620568,32.0872773945,62330.0,0.0,62330,62330,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.0436386973,16.0436386973,48,150,82.0,58.8897274573,3468.0,0,0,0,0,0,0,0,0,1,123.0,48.0,150.0,32,0,0,0,0,0,0,1,48,1,150,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.11,8.8.8.8,20008,6,2026-05-11 09:01:36,53,931,1,1,45,123,45,45,45.0,0.0,123,123,123.0,0.0,180451.1278,2148.227712,931.0,0.0,931,931,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1074.113856,1074.113856,45,123,71.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,106.5,45.0,123.0,20,0,0,0,0,0,0,1,45,1,123,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.12,151.101.1.69,20009,6,2026-05-11 09:01:48,53,119985,2,2,76,300,38,38,38.0,0.0,150,150,150.0,0.0,3133.725049,33.33750052,39995.0,69268.1759,119979,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,12,40,16.66875026,16.66875026,38,150,82.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,103.5,38.0,150.0,12,0,0,0,0,0,0,2,76,2,300,-1,-1,1,6,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
