src_ip,dst_ip,src_port,protocol,timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.10.10.11,8.8.8.8,20000,6,2026-05-11 09:00:00,53,31331,2,2,88,224,44,44,44.0,0.0,112,112,112.0,0.0,9958.1883757301,127.6690817401,10443.6666666667,18084.6312191688,31326,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,63.8345408701,63.8345408701,44,112,71.2,37.2451339104,1387.2,0,0,0,0,0,0,0,0,1,89.0,44.0,112.0,64,0,0,0,0,0,0,2,88,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.12,151.101.1.69,20001,6,2026-05-11 09:00:12,443,60390789,17,20,1180,17320,517,0,69.41176471,156.3298032,2920,0,866.0,925.2488143,306.3381073,0.612676215,1677521.917,3766294.854,10000000,4,50600000,3160316.625,4787274.086,10000000,220,60400000,3177235.474,4762919.017,10000000,4,0,0,0,0,360,412,0.281499882,0.331176332,0,2920,486.8421053,783.807289,614353.8663,0,0,0,1,0,0,0,0,1,500.0,69.41176471,866.0,360,0,0,0,0,0,0,17,1180,20,17320,29200,127,16,20,84817.83333,150450.2814,391923,23171,9980313.0,87962.47695,10000000,9802224,BENIGN
10.10.10.13,61.135.169.121,20002,6,2026-05-11 09:00:24,53,73206,2,2,84,194,42,42,42.0,0.0,97,97,97.0,0.0,3797.502937,54.64033003,24402.0,42219.61046,73153,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,40,40,27.32016501,27.32016501,42,97,64.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,80.0,42.0,97.0,40,0,0,0,0,0,0,2,84,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.14,1.1.1.1,20003,6,2026-05-11 09:00:36,53,61834,4,2,116,122,29,29,29.0,0.0,61,61,61.0,0.0,3849.015105,97.03399424,12366.8,17364.65809,36376,3,25454,8484.666667,14690.6776,25448,3,4,4.0,0.0,4,4,0,0,0,0,80,40,64.6893295,32.34466475,29,61,38.14285714,15.61440117,243.8095238,0,0,0,0,0,0,0,0,0,44.5,29.0,61.0,80,0,0,0,0,0,0,4,116,2,122,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.15,104.16.132.229,20004,6,2026-05-11 09:00:48,443,131788,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,91.05533129,15.17588855,131788.0,0.0,131788,131788,131788,131788.0,0.0,131788,131788,0,0.0,0.0,0,0,0,0,0,0,40,0,15.17588855,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16425,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.16,52.84.217.72,20005,6,2026-05-11 09:01:00,53,311,2,2,92,284,46,46,46.0,0.0,142,142,142.0,0.0,1209003.215,12861.73633,103.6666667,136.3096964,259,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,6430.868167,6430.868167,46,142,84.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,105.5,46.0,142.0,40,0,0,0,0,0,0,2,92,2,284,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.17,114.114.114.114,20006,6,2026-05-11 09:01:12,443,115568312,23,21,2561,8521,1368,0,111.347826087,314.3134811408,1418,0,405.7619047619,641.073935265,95.8913374109,0.3807272014,2687635.1627907,4407536.86583732,10031146,3,115568312,5253105.09090909,5010214.04576302,10068039,3,110648697,5532434.85,5122762.38959582,10067789,49,0,0,0,0,744,680,0.1990164916,0.1817107098,0,1418,246.2666666667,509.154664839,259238.472727273,0,0,0,1,0,0,0,0,0,251.8636363636,111.347826087,405.7619047619,744,0,0,0,0,0,0,23,2561,21,8521,29200,383,5,32,46927.0,33718.6476300578,148592,36618,10012040.0909091,7206.5774047677,10031146,9999837,BENIGN
10.10.10.18,23.45.119.216,20007,6,2026-05-11 09:01:24,53,46187,1,1,56,156,56,56,56.0,0.0,156,156,156.0,0.0,4590.036157,43.3022279,46187.0,0.0,46187,46187,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,21.65111395,21.65111395,56,156,89.33333333,57.73502692,3333.333333,0,0,0,0,0,0,0,0,1,134.0,56.0,156.0,32,0,0,0,0,0,0,1,56,1,156,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.11,8.8.8.8,20008,6,2026-05-11 09:01:36,39860,25,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,40000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.12,151.101.1.69,20009,6,2026-05-11 09:01:48,80,86510,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,138.7122876,23.1187146,86510.0,0.0,86510,86510,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.5593573,11.5593573,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1202,65535,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.13,61.135.169.121,20010,6,2026-05-11 09:02:00,53,150606,1,1,43,102,43,43,43.0,0.0,102,102,102.0,0.0,962.7770474,13.27968341,150606.0,0.0,150606,150606,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6.639841706,6.639841706,43,102,62.66666667,34.06366588,1160.333333,0,0,0,0,0,0,0,0,1,94.0,43.0,102.0,20,0,0,0,0,0,0,1,43,1,102,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.14,1.1.1.1,20011,6,2026-05-11 09:02:12,443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.15,104.16.132.229,20012,6,2026-05-11 09:02:24,53,137866,2,2,70,256,35,35,35.0,0.0,128,128,128.0,0.0,2364.614916,29.01367995,45955.33333,79595.24016,137864,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,64,14.50683998,14.50683998,35,128,72.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,90.25,35.0,128.0,80,0,0,0,0,0,0,2,70,2,256,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.16,52.84.217.72,20013,6,2026-05-11 09:02:36,443,775424,8,5,1117,157,517,0,139.625,224.3026893,157,0,31.4,70.21253449,1642.972103,16.76502146,64618.66667,172824.5993,609223,1,775424,110774.8571,250069.3412,676794,1,745564,186391.0,305510.7602,642860,1644,0,0,0,0,264,168,10.31693628,6.448085177,0,517,91.0,179.0698188,32066.0,0,0,0,1,0,0,0,0,0,98.0,139.625,31.4,264,0,0,0,0,0,0,8,1117,5,157,29200,122,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.17,114.114.114.114,20014,6,2026-05-11 09:02:48,53,61655,1,1,45,356,45,45,45.0,0.0,356,356,356.0,0.0,6503.933177,32.43856946,61655.0,0.0,61655,61655,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.21928473,16.21928473,45,356,148.6666667,179.5559337,32240.33333,0,0,0,0,0,0,0,0,1,223.0,45.0,356.0,20,0,0,0,0,0,0,1,45,1,356,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.18,23.45.119.216,20015,6,2026-05-11 09:03:00,53,173145,2,2,70,200,35,35,35.0,0.0,100,100,100.0,0.0,1559.3866412544,23.1020243149,57715.0,99961.8482622245,173141,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,64,64,11.5510121574,11.5510121574,35,100,61.0,35.6019662378,1267.5,0,0,0,0,0,0,0,0,1,76.25,35.0,100.0,64,0,0,0,0,0,0,2,70,2,200,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.11,8.8.8.8,20016,6,2026-05-11 09:03:12,59251,1906273,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,22.03252105,3.672086842,317712.1667,771213.0758,1891930,1,0,0.0,0.0,0,0,1902989,380597.8,844868.3263,1891930,1,0,0,0,0,20,120,0.524583835,3.147503007,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.12,151.101.1.69,20017,6,2026-05-11 09:03:24,53,212,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,433962.2642,18867.92453,70.66666667,39.27255191,116,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,0,0,0,64,64,9433.962264,9433.962264,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.13,61.135.169.121,20018,6,2026-05-11 09:03:36,53,23750,2,2,70,192,35,35,35.0,0.0,96,96,96.0,0.0,11031.57895,168.4210526,7916.666667,13706.00672,23743,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,84.21052632,84.21052632,35,96,59.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,74.25,35.0,96.0,64,0,0,0,0,0,0,2,70,2,192,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.14,1.1.1.1,20019,6,2026-05-11 09:03:48,443,5971203,7,4,635,153,517,0,90.71428571,190.7072051,153,0,38.25,76.5,131.9667075,1.842174852,597120.3,1856946.932,5881866,3,5971203,995200.5,2420152.975,5935287,3,72151,24050.33333,27210.52029,53837,498,0,0,0,0,232,136,1.172293087,0.669881764,0,517,65.66666667,149.9947474,22498.42424,0,0,0,1,0,0,0,0,0,71.63636364,90.71428571,38.25,232,0,0,0,0,0,0,7,635,4,153,29200,118,3,32,89334.0,0.0,89334,89334,5881866.0,0.0,5881866,5881866,BENIGN
10.10.10.15,104.16.132.229,20020,6,2026-05-11 09:04:00,443,156,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12820.51282,156.0,0.0,156,156,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6410.25641,6410.25641,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,352,357,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
